STT;Function ID (*);Tàn CN;M? MÖn hçnh;Tàn mÖn hçnh/API;M? quy trçnh;Tàn quy trçnh;M? UC (*)
;DC1-DPDL-DLDM-530;Cung c?p d? li?u Ng??i c¢ cìng - H? s? cìng nh?n ng??i c¢ cìng;DC1-UC530-MH1;Cung c?p d? li?u;DC1-DPDL;?i?u ph?i d? li?u;DC1-UC530
;DC1-DPDL-DLDM-531;Cung c?p d? li?u Ng??i c¢ cìng - H? s? li?t s?:;DC1-UC531-MH1;Cung c?p d? li?u;DC1-DPDL;?i?u ph?i d? li?u;DC1-UC531
;DC1-DPDL-DLDM-532;Cung c?p d? li?u Ng??i c¢ cìng - H? s? cìng nh?n thÉn nhÉn ng??i c¢ cìng;DC1-UC532-MH1;Cung c?p d? li?u;DC1-DPDL;?i?u ph?i d? li?u;DC1-UC532
;DC1-DPDL-DLDM-533;Cung c?p d? li?u Tr? em -Tr? em;DC1-UC533-MH1;Cung c?p d? li?u;DC1-DPDL;?i?u ph?i d? li?u;DC1-UC533
;DC1-CCDLDC-HCTP-HT-534;Cung c?p B? d? li?u h? s? ??ng k? khai sinh;DC1-UC534-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC534
;DC1-CCDLDC-HCTP-HT-535;Cung c?p B? d? li?u h? s? ??ng k? k?t hìn;DC1-UC535-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC535
;DC1-CCDLDC-HCTP-HT-536;Cung c?p B? d? li?u h? s? c?p Gi?y x†c nh?n tçnh tr?ng hìn nhÉn;DC1-UC536-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC536
;DC1-CCDLDC-HCTP-HT-537;Cung c?p B? d? li?u h? s? ??ng k? khai t?;DC1-UC537-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC537
;DC1-CCDLDC-HCTP-HT-538;Cung c?p B? d? li?u h? s? ??ng k? nh?n cha, m?, con;DC1-UC538-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC538
;DC1-CCDLDC-HCTP-HT-539;Cung c?p B? d? li?u h? s? ??ng k? nuìi con nuìi;DC1-UC539-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC539
;DC1-CCDLDC-HCTP-HT-540;Cung c?p B? d? li?u h? s? ??ng k? gi†m h?;DC1-UC540-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC540
;DC1-CCDLDC-HCTP-HT-541;Cung c?p B? d? li?u h? s? ??ng k? ch?m d?t gi†m h?;DC1-UC541-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC541
;DC1-CCDLDC-HCTP-HT-542;Cung c?p B? d? li?u h? s? ??ng k? thay ??i, c?i ch°nh, b? sung thìng tin h? t?ch, x†c ??nh l?i dÉn t?c;DC1-UC542-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC542
;DC1-CCDLDC-HCTP-HT-543;Cung c?p B? d? li?u h? s? ??ng k? gi†m s†t vi?c gi†m h?;DC1-UC543-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC543
;DC1-CCDLDC-HCTP-HT-544;Cung c?p B? d? li?u h? s? ??ng k? ch?m d?t gi†m s†t vi?c gi†m h?;DC1-UC544-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC544
;DC1-CCDLDC-HCTP-HT-545;Cung c?p B? d? li?u h? s? ghi vÖo s? vi?c ly hìn/h?y vi?c k?t hìn ?? th?c hi?n t?i c? quan c¢ th?m quy?n c?a n??c ngoÖi (ghi ch£ ly hìn);DC1-UC545-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC545
;DC1-CCDLDC-HCTP-QT-546;Cung c?p d? li?u Nh?p Qu?c t?ch;DC1-UC546-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC546
;DC1-CCDLDC-HCTP-QT-547;Cung c?p d? li?u Thìi Qu?c t?ch;DC1-UC547-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC547
;DC1-CCDLDC-HCTP-QT-548;Cung c?p d? li?u Tr? l?i Qu?c t?ch;DC1-UC548-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC548
;DC1-CCDLDC-HCTP-THADS-549;Cung c?p d? li?u Yàu c?u thi hÖnh †n c?a c† nhÉn, c? quan, t? ch?c;DC1-UC549-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC549
;DC1-CCDLDC-HCTP-THADS-550;Cung c?p d? li?u Quy?t ??nh thi hÖnh †n dÉn s?;DC1-UC550-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC550
;DC1-CCDLDC-HCTP-THADS-551;Cung c?p d? li?u Ng??i ph?i thi hÖnh †n, ng??i ???c thi hÖnh †n, ng??i c¢ quy?n l?i ngh?a v? liàn quan;DC1-UC551-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC551
;DC1-CCDLDC-HCTP-THADS-552;Cung c?p d? li?u Ngh?a v? thi hÖnh †n;DC1-UC552-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC552
;DC1-CCDLDC-HCTP-THADS-553;Cung c?p d? li?u Tr?ng th†i thi hÖnh †n;DC1-UC553-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC553
;DC1-CCDLDC-HCTP-THADS-554;Cung c?p d? li?u TÖi s?n thi hÖnh †n;DC1-UC554-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC554
;DC1-CCDLDC-HCTP-THADS-555;Cung c?p d? li?u X†c minh ?i?u ki?n trong thi hÖnh †n dÉn s?;DC1-UC555-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC555
;DC1-CCDLDC-HCTP-THADS-556;Cung c?p d? li?u C??ng ch? thi hÖnh †n trong thi hÖnh †n dÉn s?;DC1-UC556-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC556
;DC1-CCDLDC-HCTP-THADS-557;Cung c?p d? li?u ?p d?ng bi?n ph†p b?o ??m trong thi hÖnh †n dÉn s?;DC1-UC557-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC557
;DC1-CCDLDC-HCTP-THADS-558;Cung c?p d? li?u Ch?ng t? nghi?p v? trong thi hÖnh †n dÉn s?;DC1-UC558-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC558
;DC1-CCDLDC-HCTP-THADS-559;Cung c?p d? li?u Biàn lai thu ti?n thi hÖnh †n dÉn s?;DC1-UC559-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC559
;DC1-CCDLDC-HCTP-THADS-560;Cung c?p d? li?u V?t ch?ng trong thi hÖnh †n dÉn s?;DC1-UC560-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC560
;DC1-CCDLDC-HCTP-THADS-561;Cung c?p d? li?u Th?m ??nh gi† tÖi s?n trong thi hÖnh †n dÉn s?;DC1-UC561-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC561
;DC1-CCDLDC-HCTP-THADS-562;Cung c?p d? li?u ??u gi† tÖi s?n trong thi hÖnh †n dÉn s?;DC1-UC562-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC562
;DC1-CCDLDC-HCTP-THADS-563;Cung c?p d? li?u Gi?i quy?t khi?u n?i, t? c†o trong thi hÖnh †n dÉn s?;DC1-UC563-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC563
;DC1-CCDLDC-HCTP-THADS-564;Cung c?p d? li?u H??ng d?n nghi?p v? trong thi hÖnh †n dÉn s?;DC1-UC564-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC564
;DC1-CCDLDC-HCTP-BP-565;Cung c?p d? li?u Thìng tin chung (Bao g?m ng??i ??ng k? vÖ H?p ??ng b?o ??m);DC1-UC565-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC565
;DC1-CCDLDC-HCTP-BP-566;Cung c?p d? li?u Bàn b?o ??m;DC1-UC566-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC566
;DC1-CCDLDC-HCTP-BP-567;Cung c?p d? li?u Bàn nh?n b?o ??m;DC1-UC567-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC567
;DC1-CCDLDC-HCTP-BP-568;Cung c?p d? li?u TÖi s?n b?o ??m;DC1-UC568-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC568
;DC1-CCDLDC-KT&XLVP-PL-569;Cung c?p d? li?u V?n b?n quy ph?m ph†p lu?t;DC1-UC569-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC569
;DC1-CCDLDC-KT&XLVP-PL-570;Cung c?p d? li?u N?i dung c?a v?n b?n quy ph?m ph†p lu?t;DC1-UC570-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC570
;DC1-CCDLDC-KT&XLVP-PL-571;Cung c?p d? li?u Quan h? gi?a c†c ?i?u kho?n trong c†c v?n b?n quy ph?m ph†p lu?t;DC1-UC571-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC571
;DC1-CCDLDC-KT&XLVP-PL-572;Cung c?p d? li?u V?n b?n h?p nh?t;DC1-UC572-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC572
;DC1-CCDLDC-KT&XLVP-PL-573;Cung c?p d? li?u H? th?ng h¢a v?n b?n quy ph?m ph†p lu?t;DC1-UC573-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC573
;DC1-CCDLDC-KT&XLVP-TTTP-574;Cung c?p d? li?u H? s? ?y th†c t? ph†p ??n;DC1-UC574-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC574
;DC1-CCDLDC-KT&XLVP-TTTP-575;Cung c?p d? li?u H? s? ?y th†c t? ph†p ?i;DC1-UC575-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC575
;DC1-CCDLDC-KT&XLVP-TTTG-576;Cung c?p d? li?u T? ch?c th?c hi?n tr? gi£p ph†p l?;DC1-UC576-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC576
;DC1-CCDLDC-KT&XLVP-TTTG-577;Cung c?p d? li?u T? ch?c ??ng k? tham gia tr? gi£p ph†p l?;DC1-UC577-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC577
;DC1-CCDLDC-KT&XLVP-TTTG-578;Cung c?p d? li?u Thìng tin v?n b?n c? ng??i th?c hi?n tr? gi£p ph†p l?;DC1-UC578-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC578
;DC1-CCDLDC-KT&XLVP-TTTG-579;Cung c?p d? li?u Trung tÉm TGPL nhÖ n??c;DC1-UC579-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC579
;DC1-CCDLDC-KT&XLVP-TTTG-580;Cung c?p d? li?u Chi nh†nh TGPL;DC1-UC580-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC580
;DC1-CCDLDC-KT&XLVP-TTTG-581;Cung c?p d? li?u Ng??i th?c hi?n TGPL;DC1-UC581-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC581
;DC1-CCDLDC-KT&XLVP-PL&HG-582;Cung c?p d? li?u B†o c†o viàn ph†p lu?t;DC1-UC582-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC582
;DC1-CCDLDC-KT&XLVP-PL&HG-583;Cung c?p d? li?u Tuyàn truy?n viàn ph†p lu?t;DC1-UC583-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC583
;DC1-CCDLDC-KT&XLVP-PL&HG-584;Cung c?p d? li?u Ch??ng trçnh, k? ho?ch v? ph? bi?n, gi†o d?c ph†p lu?t;DC1-UC584-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC584
;DC1-CCDLDC-KT&XLVP-PL&HG-585;Cung c?p d? li?u H?i ??ng ph?i h?p ph? bi?n, gi†o d?c ph†p lu?t;DC1-UC585-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC585
;DC1-CCDLDC-KT&XLVP-PL&HG-586;Cung c?p d? li?u ?? †n;DC1-UC586-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC586
;DC1-CCDLDC-KT&XLVP-PL&HG-587;Cung c?p d? li?u H?i ngh? t?p hu?n (tr?c tuy?n, tr?c ti?p);DC1-UC587-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC587
;DC1-CCDLDC-KT&XLVP-PL&HG-588;Cung c?p d? li?u H?i th?o;DC1-UC588-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC588
;DC1-CCDLDC-KT&XLVP-PL&HG-589;Cung c?p d? li?u T? hoÖ gi?i;DC1-UC589-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC589
;DC1-CCDLDC-KT&XLVP-PL&HG-590;Cung c?p d? li?u HoÖ gi?i viàn;DC1-UC590-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC590
;DC1-CCDLDC-KT&XLVP-PL&HG-591;Cung c?p d? li?u V? vi?c hoÖ gi?i;DC1-UC591-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC591
;DC1-CCDLDC-KT&XLVP-PL&HG-592;Cung c?p d? li?u T?p hu?n viàn;DC1-UC592-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC592
;DC1-CCDLDC-KT&XLVP-PL&HG-593;Cung c?p d? li?u Kinh ph° ph? bi?n gi†o d?c ph†p lu?t;DC1-UC593-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC593
;DC1-CCDLDC-KT&XLVP-PL&HG-594;Cung c?p d? li?u Tiàu ch°, ch? tiàu ti?p c?n ph†p lu?t;DC1-UC594-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC594
;DC1-CCDLDC-KT&XLVP-PL&HG-595;Cung c?p d? li?u ?†nh gi† c?p x? ??t chu?n ti?p c?n ph†p lu?t;DC1-UC595-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC595
;DC1-CCDLDC-KT&XLVP-PL&HG-596;Cung c?p d? li?u Cu?c PBGDPL;DC1-UC596-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC596
;DC1-CCDLDC-KT&XLVP-PL&HG-597;Cung c?p d? li?u Cu?c thi tçm hi?u v? ph†p lu?t;DC1-UC597-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC597
;DC1-CCDLDC-KT&XLVP-DG-598;Cung c?p d? li?u ??u gi† viàn;DC1-UC598-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC598
;DC1-CCDLDC-KT&XLVP-DG-599;Cung c?p d? li?u T? ch?c hÖnh ngh? ??u gi†;DC1-UC599-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC599
;DC1-CCDLDC-KT&XLVP-DG-600;Cung c?p d? li?u Ng??i c¢ tÖi s?n ??u gi†;DC1-UC600-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC600
;DC1-CCDLDC-KT&XLVP-DG-601;Cung c?p d? li?u Thìng tin vi?c ??u gi†;DC1-UC601-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC601
;DC1-CCDLDC-KT&XLVP-DG-602;Cung c?p d? li?u TÖi s?n ??u gi†;DC1-UC602-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC602
;DC1-CCDLDC-KT&XLVP-DG-603;Cung c?p d? li?u Cìng ch?ng viàn;DC1-UC603-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC603
;DC1-CCDLDC-KT&XLVP-DG-604;Cung c?p d? li?u Thìng tin ng?n ch?n;DC1-UC604-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC604
;DC1-CCDLDC-KT&XLVP-DG-605;Cung c?p d? li?u T? ch?c hÖnh ngh? cìng ch?ng;DC1-UC605-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC605
;DC1-CCDLDC-KT&XLVP-DG-606;Cung c?p d? li?u TÖi s?n trong giao d?ch cìng ch?ng;DC1-UC606-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC606
;DC1-CCDLDC-KT&XLVP-DG-607;Cung c?p d? li?u K?t qu? ho?t ??ng cìng ch?ng;DC1-UC607-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC607
;DC1-CCDLDC-KT&XLVP-DG-608;Cung c?p d? li?u Qu?n tÖi viàn;DC1-UC608-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC608
;DC1-CCDLDC-KT&XLVP-DG-609;Cung c?p d? li?u Doanh nghi?p qu?n l?, thanh l? tÖi s?n;DC1-UC609-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC609
;DC1-CCDLDC-KT&XLVP-DG-610;Cung c?p d? li?u Lu?t s? Vi?t Nam;DC1-UC610-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC610
;DC1-CCDLDC-KT&XLVP-DG-611;Cung c?p d? li?u Ng??i ???c c?p ch?ng ch? hÖnh ngh? lu?t s?;DC1-UC611-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC611
;DC1-CCDLDC-KT&XLVP-DG-612;Cung c?p d? li?u T? ch?c hÖnh ngh? lu?t s? Vi?t Nam;DC1-UC612-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC612
;DC1-CCDLDC-KT&XLVP-DG-613;Cung c?p d? li?u Lu?t s? n??c ngoÖi;DC1-UC613-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC613
;DC1-CCDLDC-KT&XLVP-DG-614;Cung c?p d? li?u T? ch?c hÖnh ngh? lu?t s? n??c ngoÖi;DC1-UC614-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC614
;DC1-CCDLDC-KT&XLVP-DG-615;Cung c?p d? li?u Tr?ng tÖi viàn;DC1-UC615-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC615
;DC1-CCDLDC-KT&XLVP-DG-616;Cung c?p d? li?u Trung tÉm tr?ng tÖi;DC1-UC616-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC616
;DC1-CCDLDC-KT&XLVP-DG-617;Cung c?p d? li?u Chi nh†nh c?a t? ch?c tr?ng tÖi;DC1-UC617-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC617
;DC1-CCDLDC-KT&XLVP-DG-618;Cung c?p d? li?u V?n phïng ??i di?n c?a trung tÉm tr?ng tÖi;DC1-UC618-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC618
;DC1-CCDLDC-KT&XLVP-DG-619;Cung c?p d? li?u Hïa gi?i viàn th??ng m?i;DC1-UC619-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC619
;DC1-CCDLDC-KT&XLVP-DG-620;Cung c?p d? li?u Trung tÉm hïa gi?i th??ng m?i;DC1-UC620-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC620
;DC1-CCDLDC-KT&XLVP-DG-621;Cung c?p d? li?u Gi†m ??nh viàn t? ph†p;DC1-UC621-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC621
;DC1-CCDLDC-KT&XLVP-DG-622;Cung c?p d? li?u T? ch?c gi†m ??nh t? ph†p;DC1-UC622-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC622
;DC1-CCDLDC-KT&XLVP-HTQT-623;Cung c?p d? li?u Thìng tin ?i?u ??c qu?c t?, th?a thu?n qu?c t?;DC1-UC623-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC623
;DC1-CCDLDC-KT&XLVP-HTQT-624;Cung c?p d? li?u Thìng tin ch??ng trçnh d? †n;DC1-UC624-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC624
;DC1-CCDLDC-KT&XLVP-HTQT-625;Cung c?p d? li?u Danh s†ch chuyàn gia;DC1-UC625-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC625
;DC1-CCDLDC-KT&XLVP-HTQT-626;Cung c?p d? li?u Thìng tin h?i ngh?, h?i th?o;DC1-UC626-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC626
;DC1-CCDLDC-KT&XLVP-HTQT-627;Cung c?p d? li?u Thìng tin s?n ph?m nghiàn c?u, truy?n thìng;DC1-UC627-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC627
;DC1-CCDLDC-KT&XLVP-HTQT-628;Cung c?p d? li?u Thìng tin ?oÖn;DC1-UC628-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC628
;DC1-CCDLDC--CCDLDM-629;Cung c?p d? li?u m? v? Danh s†ch t? ch?c th?c hi?n tr? gi£p ph†p l?;DC1-UC629-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC629
;DC1-CCDLDC--CCDLDM-630;Cung c?p d? li?u m? v? Danh s†ch ng??i th?c hi?n tr? gi£p ph†p l?;DC1-UC630-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC630
;DC1-CCDLDC--CCDLDM-631;Cung c?p d? li?u m? v? Danh s†ch t? ch?c hÖnh ngh? cìng ch?ng;DC1-UC631-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC631
;DC1-CCDLDC--CCDLDM-632;Cung c?p d? li?u m? v? Danh s†ch cìng ch?ng viàn;DC1-UC632-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC632
;DC1-CCDLDC--CCDLDM-633;Cung c?p d? li?u m? v? Danh s†ch t? ch?c gi†m ??nh t? ph†p;DC1-UC633-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC633
;DC1-CCDLDC--CCDLDM-634;Cung c?p d? li?u m? v? Danh s†ch c† nhÉn gi†m ??nh t? ph†p;DC1-UC634-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC634
;DC1-CCDLDC--CCDLDM-635;Cung c?p d? li?u m? v? Danh s†ch lu?t s? Vi?t Nam;DC1-UC635-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC635
;DC1-CCDLDC--CCDLDM-636;Cung c?p d? li?u m? v? Danh s†ch t? ch?c hÖnh ngh? lu?t s? Vi?t Nam;DC1-UC636-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC636
;DC1-CCDLDC--CCDLDM-637;Cung c?p d? li?u m? v? Danh s†ch lu?t s? n??c ngoÖi;DC1-UC637-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC637
;DC1-CCDLDC--CCDLDM-638;Cung c?p d? li?u m? v? Danh s†ch t? ch?c hÖnh ngh? lu?t s? n??c ngoÖi;DC1-UC638-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC638
;DC1-CCDLDC--CCDLDM-639;Cung c?p d? li?u m? v? Danh s†ch B†o c†o viàn ph†p lu?t trung ??ng;DC1-UC639-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC639
;DC1-CCDLDC--CCDLDM-640;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c XÉy d?ng v?n b?n quy ph?m ph†p lu?t;DC1-UC640-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC640
;DC1-CCDLDC--CCDLDM-641;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c Ki?m tra v?n b?n quy ph?m ph†p lu?t;DC1-UC641-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC641
;DC1-CCDLDC--CCDLDM-642;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c RÖ so†t v?n b?n quy ph?m ph†p lu?t;DC1-UC642-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC642
;DC1-CCDLDC--CCDLDM-643;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c T? ch?c vÖ ng??i lÖm cìng t†c ph†p ch?;DC1-UC643-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC643
;DC1-CCDLDC--CCDLDM-644;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c Ph? bi?n, gi†o d?c ph†p lu?t;DC1-UC644-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC644
;DC1-CCDLDC--CCDLDM-645;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c Hïa gi?i ? c? s?;DC1-UC645-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC645
;DC1-CCDLDC--CCDLDM-646;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c Chu?n ti?p c?n ph†p lu?t;DC1-UC646-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC646
;DC1-CCDLDC--CCDLDM-647;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c H? t?ch;DC1-UC647-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC647
;DC1-CCDLDC--CCDLDM-648;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c Ch?ng th?c;DC1-UC648-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC648
;DC1-CCDLDC--CCDLDM-649;Cung c?p d? li?u m? v? s? li?u th?ng kà trong l?nh v?c L? l?ch t? ph†p;DC1-UC649-MH1;Cung c?p d? li?u;DC1-CCDL;Cung c?p d? li?u;DC1-UC649
